date,Close,returns
3/24/1950,17.559999,0
3/27/1950,17.459999,-0.005694761
3/28/1950,17.530001,0.004009279
3/29/1950,17.440001,-0.005134056
3/30/1950,17.299999,-0.008027637
3/31/1950,17.290001,-0.000577919
4/3/1950,17.530001,0.013880855
4/4/1950,17.549999,0.001140787
4/5/1950,17.629999,0.004558405
4/6/1950,17.780001,0.008508339
4/10/1950,17.85,0.003936951
4/11/1950,17.75,-0.005602241
4/12/1950,17.940001,0.010704282
4/13/1950,17.98,0.002229599
4/14/1950,17.959999,-0.001112403
4/17/1950,17.879999,-0.004454343
4/18/1950,18.030001,0.008389374
4/19/1950,18.049999,0.001109151
4/20/1950,17.93,-0.006648144
4/21/1950,17.959999,0.001673118
4/24/1950,17.83,-0.007238252
4/25/1950,17.83,0
4/26/1950,17.76,-0.003925967
4/27/1950,17.860001,0.005630687
4/28/1950,17.959999,0.005598992
5/1/1950,18.219999,0.014476616
5/2/1950,18.110001,-0.006037212
5/3/1950,18.27,0.008834842
5/4/1950,18.120001,-0.008210126
5/5/1950,18.219999,0.005518653
5/8/1950,18.27,0.002744292
5/9/1950,18.27,0
5/10/1950,18.290001,0.001094745
5/11/1950,18.290001,0
5/12/1950,18.18,-0.00601427
5/15/1950,18.26,0.00440044
5/16/1950,18.440001,0.009857667
5/17/1950,18.52,0.00433834
5/18/1950,18.559999,0.002159773
5/19/1950,18.68,0.006465571
5/22/1950,18.6,-0.004282655
5/23/1950,18.709999,0.005913925
5/24/1950,18.690001,-0.00106884
5/25/1950,18.690001,0
5/26/1950,18.67,-0.001070144
5/29/1950,18.719999,0.00267804
5/31/1950,18.780001,0.003205235
6/1/1950,18.77,-0.000532535
6/2/1950,18.790001,0.001065583
6/5/1950,18.6,-0.010111814
6/6/1950,18.879999,0.01505371
6/7/1950,18.93,0.002648358
6/8/1950,19.139999,0.01109345
6/9/1950,19.26,0.006269645
6/12/1950,19.4,0.007268951
6/13/1950,19.25,-0.007731959
6/14/1950,18.98,-0.014025974
6/15/1950,18.93,-0.002634352
6/16/1950,18.969999,0.002112995
6/19/1950,18.92,-0.002635688
6/20/1950,18.83,-0.004756871
6/21/1950,19,0.009028147
6/22/1950,19.16,0.008421053
6/23/1950,19.139999,-0.001043894
6/26/1950,18.110001,-0.0538139
6/27/1950,17.91,-0.011043677
6/28/1950,18.110001,0.011167002
6/29/1950,17.440001,-0.036996133
6/30/1950,17.690001,0.014334862
7/3/1950,17.639999,-0.002826569
7/5/1950,17.809999,0.009637189
7/6/1950,17.91,0.00561488
7/7/1950,17.67,-0.013400335
7/10/1950,17.59,-0.004527448
7/11/1950,17.32,-0.01534963
7/12/1950,16.870001,-0.025981467
7/13/1950,16.690001,-0.010669827
7/14/1950,16.870001,0.0107849
7/17/1950,16.68,-0.011262655
7/18/1950,17.059999,0.022781715
7/19/1950,17.360001,0.017585112
7/20/1950,17.610001,0.014400921
7/21/1950,17.59,-0.001135775
7/24/1950,17.48,-0.006253553
7/25/1950,17.23,-0.014302059
7/26/1950,17.27,0.002321532
7/27/1950,17.5,0.013317892
7/28/1950,17.690001,0.0108572
7/31/1950,17.84,0.00847931
8/1/1950,18.02,0.010089686
8/2/1950,17.950001,-0.003884517
8/3/1950,17.99,0.002228356
8/4/1950,18.139999,0.00833791
8/7/1950,18.41,0.01488429
8/8/1950,18.459999,0.002715861
8/9/1950,18.610001,0.008125786
8/10/1950,18.48,-0.006985545
8/11/1950,18.280001,-0.010822457
8/14/1950,18.290001,0.000547046
8/15/1950,18.32,0.001640186
8/16/1950,18.34,0.001091703
8/17/1950,18.540001,0.01090518
8/18/1950,18.68,0.007551186
8/21/1950,18.700001,0.001070717
8/22/1950,18.68,-0.001069572
8/23/1950,18.82,0.007494647
8/24/1950,18.790001,-0.001593996
8/25/1950,18.540001,-0.013304949
8/28/1950,18.530001,-0.000539374
8/29/1950,18.540001,0.000539665
8/30/1950,18.43,-0.005933171
8/31/1950,18.42,-0.000542594
9/1/1950,18.549999,0.007057492
9/5/1950,18.68,0.007008141
9/6/1950,18.540001,-0.007494593
9/7/1950,18.59,0.002696818
9/8/1950,18.75,0.008606778
9/11/1950,18.610001,-0.007466613
9/12/1950,18.870001,0.013970983
9/13/1950,19.09,0.011658664
9/14/1950,19.18,0.00471451
9/15/1950,19.290001,0.005735193
9/18/1950,19.370001,0.004147226
9/19/1950,19.309999,-0.003097677
9/20/1950,19.209999,-0.005178664
9/21/1950,19.370001,0.0083291
9/22/1950,19.440001,0.003613836
9/25/1950,19.42,-0.001028858
9/26/1950,19.139999,-0.014418177
9/27/1950,19.41,0.014106636
9/28/1950,19.42,0.000515198
9/29/1950,19.450001,0.001544851
10/2/1950,19.690001,0.012339331
10/3/1950,19.66,-0.001523667
10/4/1950,20,0.017293998
10/5/1950,19.889999,-0.00550005
10/6/1950,20.120001,0.011563701
10/9/1950,20,-0.005964264
10/10/1950,19.780001,-0.01099995
10/11/1950,19.860001,0.004044489
10/13/1950,19.85,-0.000503575
10/16/1950,19.709999,-0.007052947
10/17/1950,19.889999,0.009132421
10/18/1950,20.01,0.006033233
10/19/1950,20.02,0.00049975
10/20/1950,19.959999,-0.002997053
10/23/1950,19.959999,0
10/24/1950,20.08,0.006012074
10/25/1950,20.049999,-0.001494074
10/26/1950,19.610001,-0.021945039
10/27/1950,19.77,0.008159051
10/30/1950,19.610001,-0.00809302
10/31/1950,19.530001,-0.004079551
11/1/1950,19.559999,0.001535996
11/2/1950,19.73,0.008691258
11/3/1950,19.85,0.006082108
11/6/1950,19.360001,-0.024685088
11/8/1950,19.559999,0.010330475
11/9/1950,19.790001,0.011758794
11/10/1950,19.940001,0.007579585
11/13/1950,20.01,0.003510481
11/14/1950,19.860001,-0.007496202
11/15/1950,19.82,-0.002014149
11/16/1950,19.719999,-0.005045459
11/17/1950,19.860001,0.007099493
11/20/1950,19.93,0.003524622
11/21/1950,19.879999,-0.002508831
11/22/1950,20.16,0.014084558
11/24/1950,20.32,0.007936508
11/27/1950,20.18,-0.006889764
11/28/1950,19.559999,-0.030723538
11/29/1950,19.370001,-0.0097136
11/30/1950,19.51,0.00722762
12/1/1950,19.66,0.007688365
12/4/1950,19,-0.033570702
12/5/1950,19.309999,0.016315737
12/6/1950,19.450001,0.007250233
12/7/1950,19.4,-0.002570745
12/8/1950,19.4,0
12/11/1950,19.719999,0.016494794
12/12/1950,19.68,-0.002028347
12/13/1950,19.67,-0.00050813
12/14/1950,19.43,-0.012201322
12/15/1950,19.33,-0.00514668
12/18/1950,19.85,0.02690119
12/19/1950,19.959999,0.005541511
12/20/1950,19.969999,0.000501002
12/21/1950,19.98,0.000500801
12/22/1950,20.07,0.004504505
12/26/1950,19.92,-0.007473842
12/27/1950,20.299999,0.019076255
12/28/1950,20.379999,0.003940887
12/29/1950,20.43,0.002453435
1/2/1951,20.77,0.016642193
1/3/1951,20.690001,-0.003851661
1/4/1951,20.870001,0.008699855
1/5/1951,20.870001,0
1/8/1951,21,0.006228989
1/9/1951,21.120001,0.005714333
1/10/1951,20.85,-0.012784138
1/11/1951,21.190001,0.016307002
1/12/1951,21.110001,-0.003775366
1/15/1951,21.299999,0.009000379
1/16/1951,21.459999,0.007511737
1/17/1951,21.549999,0.004193849
1/18/1951,21.4,-0.006960511
1/19/1951,21.360001,-0.001869112
1/22/1951,21.18,-0.008427013
1/23/1951,21.26,0.003777148
1/24/1951,21.16,-0.004703669
1/25/1951,21.030001,-0.00614362
1/26/1951,21.26,0.010936709
1/29/1951,21.67,0.019285042
1/30/1951,21.74,0.003230272
1/31/1951,21.66,-0.003679853
2/1/1951,21.77,0.005078486
2/2/1951,21.959999,0.008727561
2/5/1951,22.200001,0.010929053
2/6/1951,22.120001,-0.003603603
2/7/1951,21.99,-0.005877079
2/8/1951,22.09,0.004547522
2/9/1951,22.17,0.003621548
2/13/1951,22.18,0.00045106
2/14/1951,22.120001,-0.002705095
2/15/1951,22,-0.005425
2/16/1951,22.129999,0.005909045
2/19/1951,21.83,-0.013556214
2/20/1951,21.790001,-0.001832295
2/21/1951,21.860001,0.003212483
2/23/1951,21.92,0.002744693
2/26/1951,21.93,0.000456204
2/27/1951,21.76,-0.007751938
2/28/1951,21.799999,0.001838189
3/1/1951,21.85,0.002293624
3/2/1951,21.93,0.003661327
3/5/1951,21.790001,-0.006383903
3/6/1951,21.790001,0
3/7/1951,21.860001,0.003212483
3/8/1951,21.950001,0.004117109
3/9/1951,21.950001,0
3/12/1951,21.700001,-0.011389521
3/13/1951,21.41,-0.013364101
3/14/1951,21.25,-0.007473143
3/15/1951,21.290001,0.0018824
3/16/1951,21.639999,0.016439548
3/19/1951,21.559999,-0.003696858
3/20/1951,21.52,-0.001855241
3/21/1951,21.639999,0.005576162
3/22/1951,21.73,0.004159011
3/26/1951,21.530001,-0.00920382
3/27/1951,21.51,-0.000928983
3/28/1951,21.26,-0.011622501
3/29/1951,21.33,0.003292568
3/30/1951,21.48,0.007032349
4/2/1951,21.32,-0.00744879
4/3/1951,21.26,-0.002814259
4/4/1951,21.4,0.006585136
4/5/1951,21.690001,0.013551449
4/6/1951,21.719999,0.001383034
4/9/1951,21.68,-0.001841575
4/10/1951,21.65,-0.001383764
4/11/1951,21.639999,-0.00046194
4/12/1951,21.83,0.008780084
4/13/1951,22.09,0.011910215
4/16/1951,22.040001,-0.002263422
4/17/1951,22.09,0.002268557
4/18/1951,22.129999,0.001810729
4/19/1951,22.040001,-0.004066787
4/20/1951,22.040001,0
4/23/1951,22.049999,0.00045363
4/24/1951,21.959999,-0.004081633
4/25/1951,21.969999,0.000455373
4/26/1951,22.16,0.008648202
4/27/1951,22.389999,0.010379016
4/30/1951,22.43,0.001786557
5/1/1951,22.530001,0.004458359
5/2/1951,22.620001,0.003994674
5/3/1951,22.809999,0.008399558
5/4/1951,22.77,-0.001753573
5/7/1951,22.629999,-0.006148485
5/8/1951,22.610001,-0.000883694
5/9/1951,22.639999,0.001326758
5/10/1951,22.51,-0.005742006
5/11/1951,22.33,-0.007996446
5/14/1951,22.18,-0.006717421
5/15/1951,21.76,-0.018935978
5/16/1951,21.690001,-0.003216866
5/17/1951,21.91,0.010142876
5/18/1951,21.51,-0.018256504
5/21/1951,21.459999,-0.002324547
5/22/1951,21.360001,-0.004659739
5/23/1951,21.16,-0.009363342
5/24/1951,21.049999,-0.005198535
5/25/1951,21.030001,-0.000950024
5/28/1951,21.209999,0.008559106
5/29/1951,21.35,0.006600708
5/31/1951,21.52,0.007962529
6/1/1951,21.48,-0.001858736
6/4/1951,21.24,-0.011173184
6/5/1951,21.33,0.004237288
6/6/1951,21.48,0.007032349
6/7/1951,21.559999,0.003724348
6/8/1951,21.49,-0.003246707
6/11/1951,21.610001,0.005584039
6/12/1951,21.52,-0.004164785
6/13/1951,21.549999,0.001394006
6/14/1951,21.84,0.013457124
6/15/1951,22.040001,0.009157555
6/18/1951,22.049999,0.00045363
6/19/1951,22.02,-0.001360499
6/20/1951,21.91,-0.004995459
6/21/1951,21.780001,-0.005933318
6/22/1951,21.549999,-0.010560238
6/25/1951,21.290001,-0.012064873
6/26/1951,21.299999,0.00046961
6/27/1951,21.370001,0.003286479
6/28/1951,21.1,-0.012634581
6/29/1951,20.959999,-0.006635118
7/2/1951,21.1,0.006679437
7/3/1951,21.23,0.006161137
7/5/1951,21.639999,0.019312247
7/6/1951,21.639999,0
7/9/1951,21.73,0.004159011
7/10/1951,21.629999,-0.004601979
7/11/1951,21.68,0.002311651
7/12/1951,21.799999,0.005535009
7/13/1951,21.98,0.008256927
7/16/1951,21.73,-0.011373976
7/17/1951,21.92,0.008743672
7/18/1951,21.879999,-0.001824863
7/19/1951,21.84,-0.001828108
7/20/1951,21.879999,0.001831456
7/23/1951,22.1,0.010054891
7/24/1951,22.440001,0.015384661
7/25/1951,22.32,-0.005347638
7/26/1951,22.469999,0.006720385
7/27/1951,22.530001,0.002670316
7/30/1951,22.629999,0.004438437
7/31/1951,22.4,-0.010163456
8/1/1951,22.51,0.004910714
8/2/1951,22.82,0.013771657
8/3/1951,22.85,0.001314636
8/6/1951,23.01,0.007002188
8/7/1951,23.030001,0.000869231
8/8/1951,22.93,-0.004342206
8/9/1951,22.84,-0.003924989
8/10/1951,22.790001,-0.002189098
8/13/1951,22.799999,0.000438701
8/14/1951,22.700001,-0.004385877
8/15/1951,22.790001,0.003964758
8/16/1951,22.870001,0.003510311
8/17/1951,22.940001,0.003060778
8/20/1951,22.93,-0.000435963
8/21/1951,22.83,-0.004361099
8/22/1951,22.75,-0.003504161
8/23/1951,22.9,0.006593407
8/24/1951,22.879999,-0.000873406
8/27/1951,22.85,-0.001311145
8/28/1951,22.9,0.002188184
8/29/1951,23.08,0.007860262
8/30/1951,23.24,0.006932409
8/31/1951,23.280001,0.001721213
9/4/1951,23.280001,0
9/5/1951,23.42,0.006013702
9/6/1951,23.469999,0.002134885
9/7/1951,23.530001,0.00255654
9/10/1951,23.620001,0.003824904
9/11/1951,23.5,-0.005080482
9/12/1951,23.6,0.004255319
9/13/1951,23.709999,0.004660975
9/14/1951,23.690001,-0.000843442
9/17/1951,23.620001,-0.002954833
9/18/1951,23.59,-0.001270152
9/19/1951,23.59,0
9/20/1951,23.57,-0.000847817
9/21/1951,23.4,-0.007212558
9/24/1951,23.299999,-0.004273547
9/25/1951,23.379999,0.003433477
9/26/1951,23.4,0.000855475
9/27/1951,23.27,-0.005555556
9/28/1951,23.26,-0.000429738
10/1/1951,23.469999,0.009028332
10/2/1951,23.639999,0.00724329
10/3/1951,23.790001,0.006345263
10/4/1951,23.719999,-0.002942497
10/5/1951,23.780001,0.002529595
10/8/1951,23.75,-0.001261606
10/9/1951,23.65,-0.004210526
10/10/1951,23.610001,-0.00169129
10/11/1951,23.700001,0.003811944
10/15/1951,23.85,0.006329071
10/16/1951,23.77,-0.003354298
10/17/1951,23.690001,-0.003365545
10/18/1951,23.67,-0.00084428
10/19/1951,23.32,-0.01478665
10/22/1951,22.75,-0.024442539
10/23/1951,22.84,0.003956044
10/24/1951,23.030001,0.008318783
10/25/1951,22.959999,-0.0030396
10/26/1951,22.809999,-0.006533101
10/29/1951,22.690001,-0.005260763
10/30/1951,22.66,-0.001322212
10/31/1951,22.940001,0.01235662
11/1/1951,23.1,0.006974673
11/2/1951,22.93,-0.007359307
11/5/1951,22.82,-0.004797209
11/7/1951,22.49,-0.014460999
11/8/1951,22.469999,-0.000889329
11/9/1951,22.75,0.012461104
11/13/1951,22.790001,0.001758286
11/14/1951,22.85,0.00263269
11/15/1951,22.84,-0.000437637
11/16/1951,22.82,-0.000875657
11/19/1951,22.73,-0.003943909
11/20/1951,22.68,-0.002199736
11/21/1951,22.639999,-0.001763713
11/23/1951,22.4,-0.010600663
11/26/1951,22.43,0.001339286
11/27/1951,22.66,0.010254124
11/28/1951,22.610001,-0.002206487
11/29/1951,22.67,0.002653649
11/30/1951,22.879999,0.0092633
12/3/1951,23.01,0.005681862
12/4/1951,23.139999,0.005649674
12/5/1951,23.07,-0.003025022
12/6/1951,23.34,0.011703511
12/7/1951,23.379999,0.001713753
12/10/1951,23.42,0.001710907
12/11/1951,23.299999,-0.005123868
12/12/1951,23.370001,0.003004378
12/13/1951,23.389999,0.000855712
12/14/1951,23.370001,-0.000854981
12/17/1951,23.41,0.001711553
12/18/1951,23.49,0.003417343
12/19/1951,23.57,0.003405705
12/20/1951,23.57,0
12/21/1951,23.51,-0.002545609
12/24/1951,23.540001,0.001276095
12/26/1951,23.440001,-0.004248088
12/27/1951,23.65,0.008959001
12/28/1951,23.690001,0.001691374
12/31/1951,23.77,0.00337691
1/2/1952,23.799999,0.001262053
1/3/1952,23.879999,0.003361345
1/4/1952,23.92,0.001675084
1/7/1952,23.91,-0.00041806
1/8/1952,23.82,-0.003764115
1/9/1952,23.74,-0.003358522
1/10/1952,23.860001,0.005054802
1/11/1952,23.98,0.005029296
1/14/1952,24.16,0.007506255
1/15/1952,24.059999,-0.004139114
1/16/1952,24.09,0.001246924
1/17/1952,24.200001,0.004566252
1/18/1952,24.25,0.002066074
1/21/1952,24.459999,0.008659753
1/22/1952,24.66,0.008176656
1/23/1952,24.540001,-0.004866139
1/24/1952,24.559999,0.000814914
1/25/1952,24.549999,-0.000407166
1/28/1952,24.610001,0.002444073
1/29/1952,24.57,-0.001625396
1/30/1952,24.23,-0.013838014
1/31/1952,24.139999,-0.003714445
2/1/1952,24.299999,0.006628004
2/4/1952,24.120001,-0.007407325
2/5/1952,24.110001,-0.000414594
2/6/1952,24.18,0.002903318
2/7/1952,24.110001,-0.002894913
2/8/1952,24.24,0.005391912
2/11/1952,24.110001,-0.005362995
2/13/1952,23.92,-0.007880589
2/14/1952,23.870001,-0.002090259
2/15/1952,23.860001,-0.000418936
2/18/1952,23.74,-0.00502938
2/19/1952,23.360001,-0.016006698
2/20/1952,23.09,-0.011558261
2/21/1952,23.16,0.003031615
2/25/1952,23.23,0.003022453
2/26/1952,23.15,-0.003443823
2/27/1952,23.18,0.001295896
2/28/1952,23.290001,0.004745513
2/29/1952,23.26,-0.001288149
3/3/1952,23.290001,0.001289811
3/4/1952,23.68,0.016745341
3/5/1952,23.709999,0.00126685
3/6/1952,23.690001,-0.000843442
3/7/1952,23.719999,0.001266273
3/10/1952,23.6,-0.00505898
3/11/1952,23.620001,0.0008475
3/12/1952,23.73,0.004657028
3/13/1952,23.75,0.000842815
3/14/1952,23.75,0
3/17/1952,23.92,0.007157895
3/18/1952,23.870001,-0.002090259
3/19/1952,23.82,-0.002094721
3/20/1952,23.889999,0.002938665
3/21/1952,23.93,0.001674383
3/24/1952,23.93,0
3/25/1952,23.790001,-0.005850355
3/26/1952,23.780001,-0.000420345
3/27/1952,23.99,0.008830908
3/28/1952,24.18,0.007919967
3/31/1952,24.370001,0.007857775
4/1/1952,24.18,-0.007796512
4/2/1952,24.120001,-0.002481348
4/3/1952,24.120001,0
4/4/1952,24.02,-0.004145978
4/7/1952,23.799999,-0.009159076
4/8/1952,23.91,0.004621891
4/9/1952,23.940001,0.001254747
4/10/1952,24.110001,0.007101086
4/14/1952,23.950001,-0.00663625
4/15/1952,23.65,-0.012526137
4/16/1952,23.58,-0.002959831
4/17/1952,23.41,-0.0072095
4/18/1952,23.5,0.003844511
4/21/1952,23.690001,0.008085149
4/22/1952,23.58,-0.004643351
4/23/1952,23.48,-0.004240882
4/24/1952,23.43,-0.002129472
4/25/1952,23.540001,0.004694878
4/28/1952,23.549999,0.000424724
4/29/1952,23.49,-0.002547728
4/30/1952,23.32,-0.007237122
5/1/1952,23.17,-0.006432247
5/2/1952,23.559999,0.016832067
5/5/1952,23.66,0.004244525
5/6/1952,23.67,0.000422654
5/7/1952,23.809999,0.005914618
5/8/1952,23.860001,0.002100042
5/9/1952,23.84,-0.000838265
5/12/1952,23.75,-0.003775168
5/13/1952,23.780001,0.0012632
5/14/1952,23.68,-0.004205256
5/15/1952,23.6,-0.003378378
5/16/1952,23.559999,-0.001694958
5/19/1952,23.610001,0.002122326
5/20/1952,23.74,0.005506099
5/21/1952,23.780001,0.001684962
5/22/1952,23.91,0.005466737
5/23/1952,23.889999,-0.000836512
5/26/1952,23.940001,0.00209301
5/27/1952,23.879999,-0.002506349
5/28/1952,23.84,-0.001675
5/29/1952,23.860001,0.000838968
6/2/1952,23.799999,-0.002514753
6/3/1952,23.780001,-0.000840252
6/4/1952,23.950001,0.007148864
6/5/1952,24.1,0.006263006
6/6/1952,24.26,0.006639004
6/9/1952,24.370001,0.004534254
6/10/1952,24.23,-0.005744809
6/11/1952,24.309999,0.003301651
6/12/1952,24.309999,0
6/13/1952,24.370001,0.002468202
6/16/1952,24.299999,-0.002872466
6/17/1952,24.33,0.001234609
6/18/1952,24.43,0.004110152
6/19/1952,24.51,0.003274662
6/20/1952,24.59,0.003263974
6/23/1952,24.559999,-0.001220049
6/24/1952,24.6,0.001628705
6/25/1952,24.66,0.002439024
6/26/1952,24.75,0.003649635
6/27/1952,24.83,0.003232323
6/30/1952,24.959999,0.005235562
7/1/1952,25.120001,0.006410337
7/2/1952,25.059999,-0.002388615
7/3/1952,25.049999,-0.000399042
7/7/1952,24.969999,-0.003193613
7/8/1952,24.959999,-0.000400481
7/9/1952,24.860001,-0.00400633
7/10/1952,24.809999,-0.002011343
7/11/1952,24.98,0.006852116
7/14/1952,25.030001,0.002001641
7/15/1952,25.16,0.005193727
7/16/1952,25.16,0
7/17/1952,25.049999,-0.004372059
7/18/1952,24.85,-0.007983992
7/21/1952,24.950001,0.004024185
7/22/1952,25,0.002003968
7/23/1952,25.110001,0.00440004
7/24/1952,25.24,0.00517718
7/25/1952,25.16,-0.003169572
7/28/1952,25.200001,0.001589865
7/29/1952,25.26,0.002380913
7/30/1952,25.370001,0.004354751
7/31/1952,25.4,0.00118246
8/1/1952,25.450001,0.001968543
8/4/1952,25.43,-0.000785894
8/5/1952,25.459999,0.00117967
8/6/1952,25.440001,-0.000785467
8/7/1952,25.52,0.003144615
8/8/1952,25.549999,0.001175509
8/11/1952,25.52,-0.001174129
8/12/1952,25.309999,-0.008228879
8/13/1952,25.280001,-0.001185223
8/14/1952,25.280001,0
8/15/1952,25.200001,-0.003164557
8/18/1952,24.940001,-0.01031746
8/19/1952,24.889999,-0.002004892
8/20/1952,24.950001,0.002410687
8/21/1952,24.98,0.001202365
8/22/1952,24.99,0.00040032
8/25/1952,24.870001,-0.004801881
8/26/1952,24.83,-0.001608404
8/27/1952,24.940001,0.004430165
8/28/1952,24.969999,0.001202807
8/29/1952,25.030001,0.002402964
9/2/1952,25.15,0.004794207
9/3/1952,25.25,0.003976143
9/4/1952,25.24,-0.00039604
9/5/1952,25.209999,-0.001188629
9/8/1952,25.110001,-0.003966601
9/9/1952,24.860001,-0.009956192
9/10/1952,24.690001,-0.006838294
9/11/1952,24.719999,0.001214986
9/12/1952,24.709999,-0.000404531
9/15/1952,24.450001,-0.010521975
9/16/1952,24.530001,0.003271984
9/17/1952,24.58,0.00203828
9/18/1952,24.51,-0.002847844
9/19/1952,24.57,0.00244798
9/22/1952,24.59,0.000814001
9/23/1952,24.700001,0.004473404
9/24/1952,24.790001,0.003643725
9/25/1952,24.809999,0.000806696
9/26/1952,24.73,-0.003224466
9/29/1952,24.68,-0.002021836
9/30/1952,24.540001,-0.005672569
10/1/1952,24.48,-0.002445028
10/2/1952,24.52,0.001633987
10/3/1952,24.5,-0.000815661
10/6/1952,24.440001,-0.002448939
10/7/1952,24.4,-0.001636702
10/8/1952,24.58,0.007377049
10/9/1952,24.57,-0.000406835
10/10/1952,24.549999,-0.000814042
10/14/1952,24.48,-0.002851283
10/15/1952,24.059999,-0.017156904
10/16/1952,23.91,-0.006234373
10/17/1952,24.200001,0.012128858
10/20/1952,24.129999,-0.002892645
10/21/1952,24.07,-0.00248649
10/22/1952,23.799999,-0.011217324
10/23/1952,23.870001,0.002941261
10/24/1952,24.030001,0.006702974
10/27/1952,24.09,0.002496837
10/28/1952,24.129999,0.001660399
10/29/1952,24.15,0.000828885
10/30/1952,24.15,0
10/31/1952,24.52,0.015320911
11/3/1952,24.6,0.003262643
11/5/1952,24.67,0.002845528
11/6/1952,24.77,0.004053506
11/7/1952,24.780001,0.000403755
11/10/1952,24.77,-0.000403592
11/12/1952,24.65,-0.00484457
11/13/1952,24.709999,0.002434037
11/14/1952,24.75,0.001618818
11/17/1952,24.799999,0.002020162
11/18/1952,25.16,0.01451617
11/19/1952,25.33,0.006756757
11/20/1952,25.280001,-0.001973904
11/21/1952,25.27,-0.000395609
11/24/1952,25.42,0.005935892
11/25/1952,25.360001,-0.002360307
11/26/1952,25.52,0.006309109
11/28/1952,25.66,0.005485893
12/1/1952,25.68,0.000779423
12/2/1952,25.74,0.002336449
12/3/1952,25.709999,-0.00116554
12/4/1952,25.610001,-0.00388946
12/5/1952,25.620001,0.000390472
12/8/1952,25.76,0.005464442
12/9/1952,25.93,0.006599379
12/10/1952,25.98,0.001928268
12/11/1952,25.959999,-0.000769861
12/12/1952,26.040001,0.003081741
12/15/1952,26.040001,0
12/16/1952,26.07,0.001152035
12/17/1952,26.040001,-0.00115071
12/18/1952,26.030001,-0.000384025
12/19/1952,26.15,0.004610027
12/22/1952,26.299999,0.005736099
12/23/1952,26.190001,-0.004182434
12/24/1952,26.209999,0.000763574
12/26/1952,26.25,0.001526173
12/29/1952,26.4,0.005714286
12/30/1952,26.59,0.00719697
12/31/1952,26.57,-0.000752162
1/2/1953,26.540001,-0.001129055
1/5/1953,26.66,0.004521439
1/6/1953,26.48,-0.006751688
1/7/1953,26.370001,-0.004154041
1/8/1953,26.33,-0.001516913
1/9/1953,26.08,-0.009494873
1/12/1953,25.860001,-0.008435544
1/13/1953,26.02,0.006187123
1/14/1953,26.08,0.002305919
1/15/1953,26.129999,0.00191714
1/16/1953,26.02,-0.004209683
1/19/1953,26.01,-0.00038432
1/20/1953,26.139999,0.004998039
1/21/1953,26.09,-0.001912739
1/22/1953,26.120001,0.001149904
1/23/1953,26.07,-0.00191428
1/26/1953,26.02,-0.001917913
1/27/1953,26.049999,0.001152921
1/28/1953,26.129999,0.003071017
1/29/1953,26.200001,0.00267899
1/30/1953,26.379999,0.006870152
2/2/1953,26.51,0.004928014
2/3/1953,26.540001,0.001131686
2/4/1953,26.42,-0.004521515
2/5/1953,26.15,-0.010219531
2/6/1953,26.51,0.01376673
2/9/1953,25.690001,-0.030931686
2/10/1953,25.620001,-0.002724796
2/11/1953,25.639999,0.000780562
2/13/1953,25.74,0.003900195
2/16/1953,25.65,-0.003496503
2/17/1953,25.5,-0.005847953
2/18/1953,25.48,-0.000784314
2/19/1953,25.57,0.003532182
2/20/1953,25.629999,0.002346461
2/24/1953,25.75,0.004682052
2/25/1953,25.91,0.006213592
2/26/1953,25.950001,0.001543844
2/27/1953,25.9,-0.001926821
